,cue,association,explanation,relation
1156,battle,fight,a fight is a part of a battle.,UNK
1157,battle,fight,fight the battle to the last.,UNK
1158,battle,fight,if you are fighting eith someone it can be said that uou are battling it out.,UNK
1159,battle,fight,the words battle and fight are synonyms.,UNK
1160,battle,fought,the battle was fought in town.,UNK
1161,battle,game,the men had a battle during the video game,UNK
1162,battle,sexes,the battle of the sexes happened in the 70's.,UNK
1163,battle,soldiers,the soldiers in the battle were tired.,UNK
1164,battle,war,a battle is a smaller part of a war.,UNK
1165,battle,war,the allies won the battle but lost the war,UNK
1166,battle,war,the war was over after we won the final battle.,UNK
1167,battle,war,war is another word for battle.,UNK
1168,battle,war ,often there are multiple battles during a war,UNK
1169,battle,won,we won the last battle.,UNK
1170,beautiful,calm,calm is a different type of beautiful sense,UNK
1171,beautiful,captivate,beautiful things captivates the eye.,UNK
1172,beautiful,face,people often equate faces as beautiful.,UNK
1173,beautiful,flower,flowers are often deemed to be beautiful.,UNK
1174,beautiful,girl,most girls are seen as being beautiful.,UNK
1175,beautiful,girlfriend,my girlfriend is very beautiful,UNK
1176,beautiful,good looking,beautiful people are also good looking,UNK
1177,beautiful,gorgeous,a beautiful scene is gorgeous.,UNK
1178,beautiful,gown,"her gown was beautiful, and she had made it herself.",UNK
1179,beautiful,handsome,beautiful has a similar meaning as handsome.,UNK
1180,beautiful,lovely,a beautiful day is lovely.,UNK
1181,beautiful,nature,nature is very beautiful gift,UNK
1182,beautiful,peacock,i believe that the peacock is the most beautiful bird,UNK
1183,beautiful,person,a person can be beautiful.,UNK
1184,beautiful,pretty,something that is beautiful is also pretty,UNK
1185,beautiful,rainbow,the rainbow was beautiful after the rain stopped.,UNK
1186,beautiful,scenery,switzerland has some beautiful sceneries.,UNK
1187,beautiful,song,i found the melody of the song to be beautiful.,UNK
1188,beautiful,woman,the woman in the bus is very beautiful.,UNK
1189,beautiful,woman,the woman was very beautiful.,UNK
1190,beauty,appealing,"if someone is beautiful to you, you find them appealing.",UNK
1191,beauty,art,arts are seen as beautiful.,UNK
1192,beauty,attractive,"if you think someone is a beauty, you find them attractive.",UNK
1193,beauty,attractive,someone who has beauty is thought of as attractive.,UNK
1194,beauty,beast,beauty and the beast is a famous story.,UNK
1195,beauty,beast,people who have beauty that get with people who aren't is called beauty and the beast.,UNK
1196,beauty,beholder,as the saying goes beauty is in the eye of the beholder.,UNK
1197,beauty,black,black women are the epitome of beauty,UNK
1198,beauty,face,her face radiates a natural beauty.,UNK
1199,beauty,face,people judge beauty from looking at faces.,UNK
1200,beauty,inner,he was ugly but had a lot of inner beauty.,UNK
1201,beauty,makeup,women look to enhance their beauty with makeup.,UNK
1202,beauty,natural,some women are lucky enough to have a natural beauty.,Common-Phrase
1203,beauty,nature,there is beauty in nature.,UNK
1204,beauty,parlor,i visit beauty parlor last week.,UNK
1205,beauty,pretty,someone possessing great beauty is considered pretty.,UNK
1206,beauty,princess,princesses are usually very beautiful,UNK
1207,beauty,woman,the woman had surreal beauty.,UNK
1208,beauty,women,some women respect inner beauty.,UNK
1209,beauty,women,the beauty in women makes me horny.,UNK
1210,bedroom,bed,bedrooms have a bed for you to sleep in.,UNK
1211,bedroom,bed,i went to my bedroom to lay on my bed.,UNK
1212,bedroom,closet,he took his shirt from the closet in the bedroom,UNK
1213,bedroom,cozy,a bedroom should be cozy in order to induce sleep.,UNK
1214,bedroom,desk,we have a desk in our bedroom.,UNK
1215,bedroom,dresser,you will usually find a dresser in a bedroom.,UNK
1216,bedroom,home,there are 4 bedrooms in my home.,UNK
1217,bedroom,intimate,"even with platonic friends, spending time alone together in a bedroom feels strangely intimate",UNK
1218,bedroom,master,i occupy the master bedroom in my home.,UNK
1219,bedroom,reading,reading is commonly done in the bedroom before sleep.,UNK
1220,bedroom,relax,i usually relax in my bedroom after a long day at work,UNK
1221,bedroom,sex,bedrooms is where you expect people to have sex.,UNK
1222,bedroom,sleep,a bedroom is normally where a person sleeps.,UNK
1223,bedroom,sleep,i read that you sleep better at night if you avoid spending time in your bedroom during waking hours,UNK
1224,bedroom,sleep,people generally sleep in the bedroom.,UNK
1225,bedroom,sleep,the bedroom is a place to sleep.,UNK
1226,bedroom,space,a bedroom is a living space.,UNK
1227,bedroom,wall,the bedroom wall was pink.,UNK
1228,bedroom,wardrobe,her large wardrobe was in a closet in her bedroom,UNK
1229,begin,commence,begin means to commence doing something.,UNK
1230,begin,commence,the beginning of the event was commenced by the entrance of guests of honor.,UNK
1231,begin,commence,"to begin a task is to commence, or start doing it.",UNK
1232,begin,day,i begin my day with a glass of pure water.,UNK
1233,begin,endeavor,to begin is to endeavor to accomplish something new.,UNK
1234,begin,fresh,if something is just beginning is is fresh.,UNK
1235,begin,hard,sometimes having to begin something is hard,UNK
1236,begin,healing,it's nearly impossible to begin healing while remaining in the situation that you're recovering from,UNK
1237,begin,new,begin makes me thinking of starting something new.,UNK
1238,begin,shudder,he stopped when he saw her begin to shudder,UNK
1239,begin,start,begin makes me thinking of starting something.,UNK
1240,begin,start,if you are beginning something you are starting it.,UNK
1241,begin,start,"it was time to start, or begin, the race.",UNK
1242,begin,start,"to begin something, is to start it.",UNK
1243,begin,start,to begin the day with a positive attitude is always good start.,UNK
1244,begin,start,"when you begin doing something, you start doing it.",UNK
1245,begin,start,when you begin something that means you start it,UNK
1246,begin,talking,neither cared to begin talking,UNK
1247,begin,test,it was time to begin the math test for the students.,UNK
1248,begin,treatment,i may begin treatment for symptoms of ms in the next few weeks,UNK
1249,beginning,creation,creation is the beginning of everything.,UNK
1250,beginning,creation,the creation story tells about the beginning of time.,UNK
1251,beginning,end,everything has a beginning and an end.,UNK
1252,beginning,end,the opposite of beginning is end.,UNK
1253,beginning,first,we first pray to god in the beginning of the program.,UNK
1254,beginning,firstly,firstly the beginning was started with a prayer,UNK
1255,beginning,initially,initially the beginning was too hard,UNK
1256,beginning,introduction,the beginning of something is also the introduction of it,UNK
1257,beginning,morning,i love beginning a new day with cardio in the morning.,UNK
1258,beginning,movie,a good movie should have a good beginning.,UNK
1259,beginning,new,"a beginning tends to be associated with a ""new beginning,"" such as after a bad break-up.",UNK
1260,beginning,opening,a beginning move in chess is the opening,UNK
1261,beginning,opportunity,"if it's the beginning, it means there's an opportunity to start fresh.",UNK
1262,beginning,space,beginning can refer to a point in space.,UNK
1263,beginning,start,beginning of something is the start of it,UNK
1264,beginning,start,"if you are at the start, you are at the beginning.",UNK
1265,beginning,start,the beginning of every day is a new start.,UNK
1266,beginning,time,beginning can refer to a point in time.,UNK
1267,beginning,welcome,welcome to the beginning of the study.,UNK
1268,beginning,world,in the beginning the world was created by god,UNK
1269,believable,actual,i feel that an actual thing is a believable one,UNK
1270,believable,alibi,a suspect's alibi must the believable to let him go,UNK
1271,believable,article,an article in a paper must be believable,UNK
1272,believable,confidant,confidant is someone you can trust and is believable.,UNK
1273,believable,credible,believable has a similar meaning as credible.,UNK
1274,believable,credible,something that is believable is credible.,UNK
1275,believable,engaging,you have to engage with someone to appear believable.,UNK
1276,believable,facts,some facts are not believable.,UNK
1277,believable,find,i find a relationship would be more trustable and believable,UNK
1278,believable,likely,believable has a similar meaning as likely.,UNK
1279,believable,news,i think the news should be believable,UNK
1280,believable,news,some news just isn't believable.,UNK
1281,believable,scenario,that scenario would have entirely believable,UNK
1282,believable,story,a believable story is credible.,UNK
1283,believable,story,many stories that i hear seems to be really believable,UNK
1284,believable,trust,if you are believable then i trust you,UNK
1285,believable,trustworthy,"for someone to be believable, they must be trustworthy.",Synonym
1286,believable,trustworthy,if someone is believable they are trustworthy.,Synonym
1287,believable,trustworthy,"when someone is believable, he/she can be trustworthy.",UNK
1288,believe,certainty,"if i believe something, it's because i have certainty in my knowledge.",UNK
1289,believe,faith,"when someone has faith in a system, they believe in it.",UNK
1290,believe,friend,you usually believe what your friends say,UNK
1291,believe,god,i believe that god loves me,UNK
1292,believe,god,you can believe in the existence of god,UNK
